ID_Viaje,Hora_inicio,Hora_fin,N_pasajeros,Distancia_KM,Forma_de_pago,Tarfia_base,Extra,Tax,Propina,Coste_Peaje,Recargo_adicional,Importe_total,Zona_origen,Zona_destino
1331,01/01/2025 0:03,01/01/2025 0:09,1,1.02,1,7.9,1.0,0.5,2.58,0.0,1,15.48,Midtown North,Sutton Place/Turtle Bay North
1332,01/01/2025 0:40,01/01/2025 0:49,1,1.88,2,11.4,1.0,0.5,0.0,0.0,1,16.4,Lincoln Square East,Upper East Side North
1333,01/01/2025 0:07,01/01/2025 0:12,1,1.28,1,7.9,1.0,0.5,2.58,0.0,1,15.48,Flatiron,TriBeCa/Civic Center
1334,01/01/2025 0:51,01/01/2025 1:07,1,1.7,2,14.9,1.0,0.5,0.0,0.0,1,19.9,West Village,East Village
1335,01/01/2025 0:29,01/01/2025 0:37,5,1.55,1,10.0,1.0,0.5,4.0,0.0,1,19.0,Greenwich Village North,Hudson Sq
1336,01/01/2025 0:41,01/01/2025 0:50,5,2.1,1,12.1,1.0,0.5,4.28,0.0,1,21.38,West Village,Murray Hill
1337,01/01/2025 0:58,01/01/2025 1:34,5,3.29,1,30.3,1.0,0.5,3.53,0.0,1,38.83,Murray Hill,Clinton West
1338,01/01/2025 0:21,01/01/2025 0:38,2,2.65,1,17.0,1.0,0.5,2.0,0.0,1,24.0,Midtown South,Lenox Hill West
1339,01/01/2025 0:26,01/01/2025 0:34,2,1.42,1,9.3,1.0,0.5,2.86,0.0,1,17.16,Greenwich Village North,TriBeCa/Civic Center
1340,01/01/2025 0:38,01/01/2025 1:22,2,4.14,1,38.0,1.0,0.5,6.45,0.0,1,49.45,TriBeCa/Civic Center,East Chelsea
1341,01/01/2025 0:14,01/01/2025 0:22,1,1.7,1,10.0,1.0,0.5,3.0,0.0,1,18.0,Lincoln Square East,West Chelsea/Hudson Yards
1342,01/01/2025 0:24,01/01/2025 0:35,1,1.56,1,11.4,1.0,0.5,3.28,0.0,1,19.68,Lincoln Square East,Upper East Side South
1343,01/01/2025 0:47,01/01/2025 1:09,1,2.52,1,19.8,1.0,0.5,4.96,0.0,1,29.76,Midtown Center,Lenox Hill East
1344,01/01/2025 0:55,01/01/2025 1:20,1,9.8,1,40.8,3.5,0.5,9.16,0.0,1,54.96,East Elmhurst,Stuy Town/Peter Cooper Village
1345,01/01/2025 0:31,01/01/2025 0:37,1,1.54,1,9.3,1.0,0.5,2.14,0.0,1,16.44,West Village,West Chelsea/Hudson Yards
1346,01/01/2025 0:24,01/01/2025 0:24,4,0.0,1,20.0,0.0,0.0,4.2,0.0,1,25.2,Crotona Park East,Crotona Park East
1347,01/01/2025 0:21,01/01/2025 0:53,1,4.8,1,27.5,3.5,0.5,6.5,0.0,1,39.0,Greenwich Village South,Upper East Side North
1348,01/01/2025 0:36,01/01/2025 1:01,3,16.86,1,63.2,1.0,0.5,14.53,6.94,1,88.92,JFK Airport,Van Nest/Morris Park
1349,01/01/2025 0:34,01/01/2025 1:07,4,4.54,1,30.3,1.0,0.5,5.3,0.0,1,40.6,Upper West Side South,Meatpacking/West Village West
1350,01/01/2025 0:14,01/01/2025 0:33,2,3.37,1,20.5,1.0,0.5,5.1,0.0,1,30.6,Manhattan Valley,Upper East Side South
1351,01/01/2025 0:35,01/01/2025 1:07,2,13.1,2,52.7,1.0,0.5,0.0,0.0,1,57.7,Lenox Hill West,Jamaica
1352,01/01/2025 0:18,01/01/2025 0:29,2,1.58,1,11.4,1.0,0.5,3.28,0.0,1,19.68,Gramercy,Murray Hill
1353,01/01/2025 0:35,01/01/2025 0:43,2,0.7,1,8.6,3.5,0.5,3.4,0.0,1,17.0,Union Sq,Midtown South
1354,01/01/2025 0:55,01/01/2025 1:36,2,4.3,1,36.6,3.5,0.5,8.3,0.0,1,49.9,Penn Station/Madison Sq West,Upper East Side North
1355,01/01/2025 0:14,01/01/2025 0:17,1,0.0,3,3.0,3.5,0.5,0.0,0.0,1,8.0,East Village,East Village
1356,01/01/2025 0:22,01/01/2025 0:46,1,5.8,2,28.2,3.5,0.5,0.0,0.0,1,33.2,East Village,Upper West Side North
1357,01/01/2025 0:51,01/01/2025 0:58,1,1.2,1,9.3,3.5,0.5,2.85,0.0,1,17.15,Upper West Side South,Lincoln Square West
1358,01/01/2025 0:39,01/01/2025 0:51,2,1.63,1,12.8,1.0,0.5,3.0,0.0,1,20.8,Meatpacking/West Village West,Gramercy
1359,01/01/2025 0:11,01/01/2025 0:28,2,2.06,1,15.6,1.0,0.5,4.0,0.0,1,24.6,Greenwich Village South,UN/Turtle Bay South
1360,01/01/2025 0:45,01/01/2025 0:56,1,1.48,1,12.8,1.0,0.5,2.5,0.0,1,20.3,Murray Hill,East Village
1361,01/01/2025 0:59,01/01/2025 1:07,3,0.87,1,8.6,1.0,0.5,2.72,0.0,1,16.32,East Village,Kips Bay
1362,01/01/2025 0:58,01/01/2025 1:02,1,1.0,1,6.5,1.0,0.5,2.3,0.0,1,13.8,Lenox Hill East,Lenox Hill West
1363,01/01/2025 0:03,01/01/2025 0:13,1,2.25,1,12.1,1.0,0.5,2.0,0.0,1,19.1,Yorkville West,Lincoln Square East
1364,01/01/2025 0:21,01/01/2025 0:31,1,1.44,2,10.7,1.0,0.5,0.0,0.0,1,15.7,Lincoln Square East,Central Park
1365,01/01/2025 0:37,01/01/2025 0:41,3,0.41,1,5.1,1.0,0.5,2.52,0.0,1,12.62,Lincoln Square East,Lincoln Square East
1366,01/01/2025 0:36,01/01/2025 1:22,1,9.5,1,49.2,3.5,0.5,16.25,0.0,1,70.45,Greenwich Village North,Washington Heights North
1367,01/01/2025 0:52,01/01/2025 1:00,1,0.48,2,8.6,1.0,0.5,0.0,0.0,1,13.6,Midtown East,Midtown Center
1368,01/01/2025 0:57,01/01/2025 1:09,1,1.5,1,10.7,3.5,0.5,10.0,0.0,1,25.7,Murray Hill,Greenwich Village North
1369,01/01/2025 0:34,01/01/2025 1:14,2,9.99,1,48.5,1.0,0.5,10.7,0.0,1,64.2,Midtown East,Prospect-Lefferts Gardens
1370,01/01/2025 0:11,01/01/2025 0:33,1,2.7,1,19.1,3.5,0.5,7.25,0.0,1,31.35,Lincoln Square East,Upper East Side North
1371,01/01/2025 0:38,01/01/2025 1:03,1,3.7,1,21.9,3.5,0.5,5.4,0.0,1,32.3,Yorkville West,Gramercy
1372,01/01/2025 0:13,01/01/2025 0:28,1,3.01,1,16.3,1.0,0.5,6.39,0.0,1,27.69,Greenwich Village North,Sutton Place/Turtle Bay North
1373,01/01/2025 0:31,01/01/2025 0:35,1,0.97,1,6.5,1.0,0.5,3.45,0.0,1,14.95,Sutton Place/Turtle Bay North,Lenox Hill East
1374,01/01/2025 0:36,01/01/2025 0:55,1,2.78,1,19.1,1.0,0.5,3.0,0.0,1,27.1,Lenox Hill East,Midtown South
1375,01/01/2025 0:12,01/01/2025 0:16,1,1.16,1,7.2,1.0,0.5,0.0,0.0,1,12.2,Lenox Hill West,Sutton Place/Turtle Bay North
1376,01/01/2025 0:41,01/01/2025 1:08,1,7.64,1,35.2,1.0,0.5,8.04,0.0,1,48.24,Gramercy,Central Harlem North
1377,01/01/2025 0:31,01/01/2025 0:45,2,1.96,1,14.9,1.0,0.5,3.98,0.0,1,23.88,West Village,Two Bridges/Seward Park
1378,01/01/2025 0:49,01/01/2025 1:04,2,2.64,2,17.0,1.0,0.5,0.0,0.0,1,22.0,East Village,Penn Station/Madison Sq West
1379,01/01/2025 0:19,01/01/2025 0:34,1,3.6,1,17.7,3.5,0.5,0.0,0.0,1,22.7,Midtown Center,Manhattan Valley
1380,01/01/2025 0:40,01/01/2025 1:09,3,3.95,1,26.8,1.0,0.5,6.36,0.0,1,38.16,Garment District,Little Italy/NoLiTa
1381,01/01/2025 0:52,01/01/2025 1:04,2,1.0,1,12.1,1.0,0.5,3.42,0.0,1,20.52,Upper East Side South,Midtown East
1382,01/01/2025 0:22,01/01/2025 0:32,1,2.09,2,12.1,1.0,0.5,0.0,0.0,1,17.1,Murray Hill,Lenox Hill West
1383,01/01/2025 0:36,01/01/2025 0:40,1,0.75,1,5.8,1.0,0.5,2.16,0.0,1,12.96,Sutton Place/Turtle Bay North,Lenox Hill West
1384,01/01/2025 0:08,01/01/2025 0:16,1,1.12,1,9.3,1.0,0.5,2.86,0.0,1,17.16,Lincoln Square East,Lincoln Square East
1385,01/01/2025 0:20,01/01/2025 0:43,1,4.61,1,24.0,1.0,0.5,5.8,0.0,1,34.8,Lincoln Square East,SoHo
1386,01/01/2025 0:45,01/01/2025 0:57,1,2.44,1,14.2,1.0,0.5,3.84,0.0,1,23.04,SoHo,West Chelsea/Hudson Yards
1387,01/01/2025 0:59,01/01/2025 1:38,2,8.7,1,47.1,1.0,0.5,10.42,0.0,1,62.52,West Chelsea/Hudson Yards,Washington Heights North
1388,01/01/2025 0:06,01/01/2025 0:25,1,2.04,1,17.7,1.0,0.5,4.54,0.0,1,27.24,Meatpacking/West Village West,Meatpacking/West Village West
1389,01/01/2025 0:29,01/01/2025 0:40,1,2.23,1,13.5,1.0,0.5,1.0,0.0,1,19.5,Meatpacking/West Village West,Little Italy/NoLiTa
1390,01/01/2025 0:42,01/01/2025 0:48,3,0.68,1,7.9,1.0,0.5,1.0,0.0,1,13.9,Little Italy/NoLiTa,Greenwich Village South
1391,01/01/2025 0:55,01/01/2025 1:09,4,2.36,2,14.9,1.0,0.5,0.0,0.0,1,19.9,Greenwich Village South,Kips Bay
1392,01/01/2025 0:21,01/01/2025 0:56,1,4.83,1,31.7,1.0,0.5,7.34,0.0,1,44.04,Clinton East,Lower East Side
1393,01/01/2025 0:08,01/01/2025 0:23,1,2.4,2,15.6,3.5,0.5,0.0,0.0,1,20.6,Lenox Hill West,Clinton West
1394,01/01/2025 0:33,01/01/2025 0:46,2,1.3,2,12.1,3.5,0.5,0.0,0.0,1,17.1,Lincoln Square East,Midtown Center
1395,01/01/2025 0:10,01/01/2025 0:34,1,8.11,1,36.6,1.0,0.5,10.4,0.0,1,52.0,Midtown Center,East Concourse/Concourse Village
1396,01/01/2025 0:56,01/01/2025 1:13,2,4.12,1,21.2,1.0,0.5,5.24,0.0,1,31.44,Yorkville West,Long Island City/Hunters Point
1397,01/01/2025 0:20,01/01/2025 0:49,1,6.99,1,35.2,1.0,0.5,8.04,0.0,1,48.24,West Village,Central Harlem
1398,01/01/2025 0:39,01/01/2025 0:43,1,0.82,1,6.5,1.0,0.5,2.3,0.0,1,13.8,Greenwich Village South,East Village
1399,01/01/2025 0:09,01/01/2025 0:27,1,2.03,1,17.0,1.0,0.5,1.0,0.0,1,23.0,Midtown Center,Gramercy
1400,01/01/2025 0:51,01/01/2025 0:54,1,0.72,2,5.8,1.0,0.5,0.0,0.0,1,10.8,Upper East Side North,Upper West Side South
1401,01/01/2025 0:56,01/01/2025 1:27,1,5.32,1,31.0,1.0,0.5,7.2,0.0,1,43.2,Upper West Side South,TriBeCa/Civic Center
1402,01/01/2025 0:09,01/01/2025 0:17,1,1.4,1,10.7,1.0,0.5,2.36,0.0,1,18.06,Upper East Side South,Lenox Hill East
1403,01/01/2025 0:21,01/01/2025 0:34,1,2.41,2,15.6,1.0,0.5,0.0,0.0,1,20.6,Lenox Hill West,Upper West Side North
1404,01/01/2025 0:40,01/01/2025 0:46,1,1.3,1,8.6,1.0,0.5,2.72,0.0,1,16.32,Upper West Side South,Lincoln Square East
1405,01/01/2025 0:50,01/01/2025 1:29,1,9.14,2,43.6,1.0,0.5,0.0,0.0,1,48.6,Clinton West,Ridgewood
1406,01/01/2025 0:21,01/01/2025 0:37,1,3.25,1,19.1,1.0,0.5,4.82,0.0,1,28.92,Midtown Center,Upper West Side North
1407,01/01/2025 0:45,01/01/2025 0:55,1,1.3,1,10.7,1.0,0.5,4.71,0.0,1,20.41,Upper West Side South,Upper East Side North
1408,01/01/2025 0:56,01/01/2025 1:01,1,0.81,1,7.2,1.0,0.5,1.46,0.0,1,13.66,Upper East Side North,Upper East Side South
1409,01/01/2025 0:05,01/01/2025 0:12,2,1.26,1,9.3,1.0,0.5,2.86,0.0,1,17.16,Upper West Side South,Lincoln Square East
1410,01/01/2025 0:27,01/01/2025 0:34,2,1.13,2,8.6,1.0,0.5,0.0,0.0,1,13.6,Meatpacking/West Village West,Penn Station/Madison Sq West
1411,01/01/2025 0:48,01/01/2025 1:04,2,2.17,1,15.6,1.0,0.5,4.12,0.0,1,24.72,East Chelsea,Gramercy
1412,01/01/2025 0:05,01/01/2025 0:16,1,4.93,2,21.2,6.0,0.5,0.0,0.0,1,30.45,LaGuardia Airport,Sunnyside
1413,01/01/2025 0:39,01/01/2025 0:54,1,8.15,1,32.4,6.0,0.5,7.0,6.94,1,58.09,LaGuardia Airport,Yorkville East
1414,01/01/2025 0:12,01/01/2025 0:14,2,0.4,4,-4.4,-1.0,-0.5,0.0,0.0,-1,-9.4,Financial District South,Financial District South
1415,01/01/2025 0:12,01/01/2025 0:14,2,0.4,4,4.4,1.0,0.5,0.0,0.0,1,9.4,Financial District South,Seaport
1416,01/01/2025 0:34,01/01/2025 0:46,2,0.91,1,12.1,1.0,0.5,3.42,0.0,1,20.52,Murray Hill,Sutton Place/Turtle Bay North
1417,01/01/2025 0:48,01/01/2025 1:04,1,2.97,1,17.0,1.0,0.5,3.5,0.0,1,25.5,Sutton Place/Turtle Bay North,Upper West Side North
1418,01/01/2025 0:34,01/01/2025 1:04,4,8.01,2,38.0,1.0,0.5,0.0,0.0,1,43.0,Lincoln Square East,Little Italy/NoLiTa
1419,01/01/2025 0:18,01/01/2025 0:28,1,1.0,1,10.0,1.0,0.5,1.0,0.0,1,16.0,Greenwich Village South,Greenwich Village South
1420,01/01/2025 0:32,01/01/2025 0:41,1,1.44,1,10.0,1.0,0.5,3.0,0.0,1,18.0,West Village,East Chelsea
1421,01/01/2025 0:12,01/01/2025 0:57,1,18.1,2,69.5,3.5,0.5,0.0,20.82,1,95.32,Lincoln Square East,Grymes Hill/Clifton
1422,01/01/2025 0:42,01/01/2025 0:51,2,1.6,1,10.7,1.0,0.5,1.57,0.0,1,17.27,Penn Station/Madison Sq West,Gramercy
1423,01/01/2025 0:08,01/01/2025 0:11,1,0.55,1,5.1,1.0,0.5,3.03,0.0,1,13.13,Yorkville West,Yorkville West
1424,01/01/2025 0:16,01/01/2025 0:25,1,1.99,1,11.4,1.0,0.5,3.28,0.0,1,19.68,Lenox Hill West,East Harlem South
1425,01/01/2025 0:29,01/01/2025 0:41,1,2.34,1,13.5,1.0,0.5,3.7,0.0,1,22.2,Upper East Side North,Lincoln Square West
1426,01/01/2025 0:44,01/01/2025 0:59,1,2.76,1,17.0,1.0,0.5,1.1,0.0,1,23.1,Lincoln Square West,Yorkville West
1427,01/01/2025 0:14,01/01/2025 0:23,4,2.46,1,12.1,1.0,0.5,3.42,0.0,1,20.52,Lincoln Square East,Manhattan Valley
1428,01/01/2025 0:26,01/01/2025 0:35,1,2.26,2,12.1,1.0,0.5,0.0,0.0,1,17.1,Manhattan Valley,Clinton East
1429,01/01/2025 0:30,01/01/2025 0:46,3,1.4,2,14.9,3.5,0.5,0.0,0.0,1,19.9,East Chelsea,Midtown South
1430,01/01/2025 0:50,01/01/2025 1:06,1,2.2,1,15.6,3.5,0.5,4.1,0.0,1,24.7,Midtown South,Little Italy/NoLiTa
1431,01/01/2025 0:15,01/01/2025 0:23,0,1.2,1,9.3,3.5,0.5,2.85,0.0,1,17.15,Lincoln Square East,Upper West Side South
1432,01/01/2025 0:25,01/01/2025 0:36,0,1.8,1,12.1,3.5,0.5,5.1,0.0,1,22.2,Upper West Side South,Yorkville West
1433,01/01/2025 0:53,01/01/2025 1:05,0,2.2,3,13.5,3.5,0.5,0.0,0.0,1,18.5,Lincoln Square East,Lenox Hill West
1434,01/01/2025 0:08,01/01/2025 0:14,1,1.42,2,9.3,1.0,0.5,0.0,0.0,1,14.3,Upper East Side North,Upper West Side North
1435,01/01/2025 0:17,01/01/2025 0:21,1,0.65,1,5.8,1.0,0.5,2.7,0.0,1,13.5,Upper West Side North,Upper West Side South
1436,01/01/2025 0:25,01/01/2025 0:35,1,1.73,1,12.1,1.0,0.5,2.0,0.0,1,19.1,Upper West Side South,Yorkville East
1437,01/01/2025 0:56,01/01/2025 1:27,1,4.41,1,29.6,1.0,0.5,6.92,0.0,1,41.52,Lincoln Square East,Greenwich Village South
1438,01/01/2025 0:47,01/01/2025 0:57,1,1.88,1,12.1,1.0,0.5,4.28,0.0,1,21.38,Sutton Place/Turtle Bay North,Upper East Side North
1439,01/01/2025 0:14,01/01/2025 0:40,1,5.3,1,28.9,1.0,0.5,5.08,0.0,1,38.98,Meatpacking/West Village West,Upper East Side North
1440,01/01/2025 0:43,01/01/2025 0:51,1,1.14,1,10.0,1.0,0.5,20.0,0.0,1,35.0,Upper East Side South,Upper East Side South
1441,01/01/2025 0:58,01/01/2025 1:13,1,1.91,1,14.9,1.0,0.5,3.98,0.0,1,23.88,Upper East Side South,Upper West Side South
1442,01/01/2025 0:37,01/01/2025 0:55,1,3.4,1,19.8,1.0,0.5,4.96,0.0,1,29.76,East Village,Midtown North
1443,01/01/2025 0:56,01/01/2025 1:12,1,3.15,1,17.0,1.0,0.5,4.4,0.0,1,26.4,Midtown North,East Chelsea
1444,01/01/2025 0:17,01/01/2025 0:40,2,4.24,1,24.7,1.0,0.5,5.94,0.0,1,35.64,Flatiron,Upper West Side South
1445,01/01/2025 0:41,01/01/2025 0:53,2,2.16,1,12.8,1.0,0.5,3.56,0.0,1,21.36,Upper West Side South,Midtown Center
1446,01/01/2025 0:57,01/01/2025 1:54,4,4.95,1,35.2,1.0,0.5,46.42,13.38,1,100.0,Midtown Center,Outside of NYC
1447,01/01/2025 0:20,01/01/2025 0:36,1,2.67,1,17.7,1.0,0.5,4.0,0.0,1,26.7,West Chelsea/Hudson Yards,Little Italy/NoLiTa
1448,01/01/2025 0:38,01/01/2025 0:44,3,0.77,1,7.9,1.0,0.5,1.94,0.0,1,14.84,Little Italy/NoLiTa,West Village
1449,01/01/2025 0:48,01/01/2025 0:59,2,1.38,2,10.7,1.0,0.5,0.0,0.0,1,15.7,Meatpacking/West Village West,East Village
1450,01/01/2025 0:11,01/01/2025 0:27,2,5.05,1,24.0,1.0,0.5,5.8,0.0,1,34.8,Yorkville West,Clinton West
1451,01/01/2025 0:42,01/01/2025 0:50,1,1.81,1,10.7,1.0,0.5,3.14,0.0,1,18.84,Lincoln Square East,Upper West Side North
1452,01/01/2025 0:54,01/01/2025 0:56,1,0.75,1,5.1,1.0,0.5,2.02,0.0,1,12.12,Upper West Side South,Lincoln Square East
1453,01/01/2025 0:21,01/01/2025 0:30,1,2.21,1,12.1,1.0,0.5,5.13,0.0,1,22.23,Lincoln Square East,Bloomingdale
1454,01/01/2025 0:41,01/01/2025 1:07,1,3.9,1,25.4,1.0,0.5,6.08,0.0,1,36.48,Lincoln Square East,East Village
1455,01/01/2025 0:10,01/01/2025 0:28,1,1.92,1,17.0,1.0,0.5,4.4,0.0,1,26.4,Lower East Side,Flatiron
1456,01/01/2025 0:44,01/01/2025 0:53,1,1.08,1,9.3,1.0,0.5,2.86,0.0,1,17.16,Union Sq,Meatpacking/West Village West
1457,01/01/2025 0:55,01/01/2025 1:02,1,0.9,1,7.9,1.0,0.5,2.58,0.0,1,15.48,Meatpacking/West Village West,SoHo
1458,01/01/2025 0:38,01/01/2025 0:49,2,1.7,1,11.4,3.5,0.5,3.3,0.0,1,19.7,Meatpacking/West Village West,TriBeCa/Civic Center
1459,01/01/2025 0:53,01/01/2025 1:11,1,3.9,1,19.8,3.5,0.5,4.95,0.0,1,29.75,TriBeCa/Civic Center,Park Slope
1460,01/01/2025 0:32,01/01/2025 0:45,2,2.2,1,14.2,3.5,0.5,3.8,0.0,1,23.0,Upper West Side North,Upper East Side South
1461,01/01/2025 0:12,01/01/2025 0:42,1,2.33,1,24.7,1.0,0.5,5.94,0.0,1,35.64,Penn Station/Madison Sq West,Midtown Center
1462,01/01/2025 0:47,01/01/2025 1:04,1,3.84,1,19.1,1.0,0.5,4.82,0.0,1,28.92,Midtown East,Morningside Heights
1463,01/01/2025 0:36,01/01/2025 0:47,1,2.3,1,12.8,3.5,0.5,2.2,0.0,1,20.0,UN/Turtle Bay South,Yorkville West
1464,01/01/2025 0:48,01/01/2025 0:59,1,1.6,1,10.7,3.5,0.5,3.15,0.0,1,18.85,Yorkville West,Upper East Side South
1465,01/01/2025 0:31,01/01/2025 0:37,1,1.0,1,7.2,3.5,0.5,3.65,0.0,1,15.85,Upper East Side South,Yorkville East
1466,01/01/2025 0:49,01/01/2025 1:00,1,1.9,2,12.1,3.5,0.5,0.0,0.0,1,17.1,Upper West Side South,Lenox Hill West
1467,01/01/2025 0:25,01/01/2025 0:34,1,1.2,1,10.0,3.5,0.5,3.0,0.0,1,18.0,Lower East Side,Gramercy
1468,01/01/2025 0:40,01/01/2025 1:04,2,4.01,1,24.0,1.0,0.5,5.8,0.0,1,34.8,Flatiron,Yorkville West
1469,01/01/2025 0:16,01/01/2025 0:22,2,1.27,1,8.6,1.0,0.5,2.22,0.0,1,13.32,Washington Heights South,Hamilton Heights
1470,01/01/2025 0:35,01/01/2025 0:47,2,3.83,2,18.4,1.0,0.5,0.0,0.0,1,23.4,Manhattan Valley,West Chelsea/Hudson Yards
1471,01/01/2025 0:47,01/01/2025 0:54,1,0.84,1,7.9,1.0,0.5,2.58,0.0,1,15.48,Union Sq,Murray Hill
1472,01/01/2025 0:07,01/01/2025 0:16,1,1.1,2,9.3,3.5,0.5,0.0,0.0,1,14.3,Union Sq,Kips Bay
1473,01/01/2025 0:29,01/01/2025 1:00,1,3.4,2,27.5,3.5,0.5,0.0,0.0,1,32.5,Midtown East,Clinton East
1474,01/01/2025 0:12,01/01/2025 0:25,2,1.43,2,12.8,1.0,0.5,0.0,0.0,1,17.8,Greenwich Village North,Gramercy
1475,01/01/2025 0:30,01/01/2025 0:48,4,5.99,1,28.2,1.0,0.5,1.0,0.0,1,34.2,Gramercy,Boerum Hill
1476,01/01/2025 0:43,01/01/2025 0:56,1,1.77,1,12.8,1.0,0.5,3.56,0.0,1,21.36,Clinton East,West Village
1477,01/01/2025 0:57,01/01/2025 0:59,1,0.45,1,5.1,1.0,0.5,2.02,0.0,1,12.12,West Village,Flatiron
1478,01/01/2025 0:19,01/01/2025 0:31,4,1.2,1,10.0,3.5,0.5,3.0,0.0,1,18.0,Yorkville West,Yorkville East
1479,01/01/2025 0:33,01/01/2025 0:57,1,3.6,1,20.5,3.5,0.5,1.0,0.0,1,26.5,Yorkville West,Penn Station/Madison Sq West
1480,01/01/2025 0:59,01/01/2025 1:08,1,0.3,1,7.2,3.5,0.5,0.0,0.0,1,12.2,Penn Station/Madison Sq West,Union Sq
1481,01/01/2025 0:23,01/01/2025 1:04,1,4.78,1,37.3,1.0,0.5,8.46,0.0,1,50.76,West Chelsea/Hudson Yards,Yorkville West
1482,01/01/2025 0:39,01/01/2025 0:59,3,1.62,1,18.4,1.0,0.5,4.68,0.0,1,28.08,West Chelsea/Hudson Yards,Clinton West
1483,01/01/2025 0:35,01/01/2025 0:40,1,1.0,2,6.5,3.5,0.5,0.0,0.0,1,11.5,Yorkville West,Yorkville East
1484,01/01/2025 0:53,01/01/2025 1:31,1,6.0,1,33.1,3.5,0.5,9.55,0.0,1,47.65,Lenox Hill West,West Village
1485,01/01/2025 0:09,01/01/2025 0:20,1,2.79,1,14.2,1.0,0.5,3.84,0.0,1,23.04,Upper West Side South,West Chelsea/Hudson Yards
1486,01/01/2025 0:14,01/01/2025 0:24,2,1.83,1,11.4,1.0,0.5,3.28,0.0,1,19.68,Murray Hill,East Village
1487,01/01/2025 0:31,01/01/2025 0:44,2,1.96,1,13.5,1.0,0.5,3.7,0.0,1,22.2,East Village,Flatiron
1488,01/01/2025 0:11,01/01/2025 0:20,1,2.03,1,11.4,1.0,0.5,1.0,0.0,1,17.4,West Village,West Chelsea/Hudson Yards
1489,01/01/2025 0:43,01/01/2025 1:15,2,9.66,1,60.0,0.0,0.0,0.0,15.0,1,76.0,East Chelsea,Outside of NYC
1490,01/01/2025 0:20,01/01/2025 0:26,1,1.26,1,8.6,1.0,0.5,0.08,0.0,1,13.68,West Village,TriBeCa/Civic Center
1491,01/01/2025 0:45,01/01/2025 1:33,2,8.46,1,47.8,1.0,0.5,4.0,0.0,1,56.8,Penn Station/Madison Sq West,Crown Heights North
1492,01/01/2025 0:13,01/01/2025 0:26,1,6.72,1,27.5,6.0,0.5,8.39,6.94,1,52.08,LaGuardia Airport,East Harlem North
1493,01/01/2025 0:16,01/01/2025 0:19,2,0.9,1,6.5,1.0,0.5,2.3,0.0,1,13.8,Upper West Side South,Upper West Side North
1494,01/01/2025 0:26,01/01/2025 0:36,1,1.43,2,11.4,1.0,0.5,0.0,0.0,1,16.4,TriBeCa/Civic Center,SoHo
1495,01/01/2025 0:38,01/01/2025 0:42,1,1.19,1,6.5,1.0,0.5,2.3,0.0,1,13.8,Hudson Sq,Union Sq
1496,01/01/2025 0:50,01/01/2025 1:02,1,1.36,2,12.8,1.0,0.5,0.0,0.0,1,17.8,West Village,East Village
1497,01/01/2025 0:49,01/01/2025 0:49,4,0.0,1,85.0,0.0,0.0,26.55,0.0,1,115.05,Lincoln Square West,Lincoln Square West
1498,01/01/2025 0:53,01/01/2025 1:05,1,2.74,1,14.9,1.0,0.5,3.98,0.0,1,23.88,Lincoln Square East,Upper East Side North
1499,01/01/2025 0:10,01/01/2025 0:25,1,2.78,2,17.0,1.0,0.5,0.0,0.0,1,22.0,Midtown South,Lenox Hill West
1500,01/01/2025 0:26,01/01/2025 0:40,1,3.88,1,18.4,1.0,0.5,7.02,0.0,1,30.42,Lenox Hill West,Central Harlem North
1501,01/01/2025 0:32,01/01/2025 1:02,1,10.19,1,43.6,1.0,0.5,9.22,0.0,1,55.32,JFK Airport,East Flatbush/Farragut
1502,01/01/2025 0:30,01/01/2025 0:44,1,1.77,1,14.2,1.0,0.5,3.84,0.0,1,23.04,East Chelsea,Gramercy
1503,01/01/2025 0:51,01/01/2025 1:01,1,1.85,1,11.4,1.0,0.5,4.92,0.0,1,21.32,Kips Bay,Lenox Hill West
1504,01/01/2025 0:23,01/01/2025 0:42,2,1.41,2,17.0,1.0,0.5,0.0,0.0,1,22.0,Clinton East,Midtown North
1505,01/01/2025 0:44,01/01/2025 1:01,4,2.16,1,15.6,1.0,0.5,4.12,0.0,1,24.72,Midtown North,West Chelsea/Hudson Yards
1506,01/01/2025 0:09,01/01/2025 0:31,2,2.7,1,20.5,3.5,0.5,2.0,0.0,1,27.5,Meatpacking/West Village West,UN/Turtle Bay South
1507,01/01/2025 0:56,01/01/2025 1:09,2,0.9,1,12.1,3.5,0.5,3.4,0.0,1,20.5,Midtown Center,UN/Turtle Bay South
1508,01/01/2025 0:25,01/01/2025 0:31,1,0.75,1,7.9,1.0,0.5,2.58,0.0,1,15.48,Greenwich Village North,Meatpacking/West Village West
1509,01/01/2025 0:36,01/01/2025 0:49,1,1.48,2,12.8,1.0,0.5,0.0,0.0,1,17.8,Meatpacking/West Village West,Clinton East
1510,01/01/2025 0:11,01/01/2025 0:17,1,1.2,2,8.6,1.0,0.5,0.0,0.0,1,13.6,Upper East Side North,Yorkville West
1511,01/01/2025 0:20,01/01/2025 0:24,1,1.08,1,6.5,1.0,0.5,2.3,0.0,1,13.8,Yorkville West,Lenox Hill East
1512,01/01/2025 0:27,01/01/2025 0:42,1,3.34,2,17.7,1.0,0.5,0.0,0.0,1,22.7,Lenox Hill East,Bloomingdale
